"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2021","2022","2023","2024","2025"
"IMF.RES:WEO(6.0.0)","PRY.GGXCNL_NGDP.A","OBS_VALUE","Paraguay","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-3.392","-2.638","-3.824","-2.334","-1.759"
"IMF.RES:WEO(6.0.0)","PLW.GGXCNL_NGDP.A","OBS_VALUE","Palau, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-7.529","-0.606","-2.758","3.602","1.602"
"IMF.RES:WEO(6.0.0)","PAN.GGXCNL_NGDP.A","OBS_VALUE","Panama","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.416","-4.037","-2.986","-4.26","-3.212"
"IMF.RES:WEO(6.0.0)","PAK.GGXCNL_NGDP.A","OBS_VALUE","Pakistan","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.041","-7.838","-7.715","-6.747","-6.037"
"IMF.RES:WEO(6.0.0)","PAK.NGDPD.A","OBS_VALUE","Pakistan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","348.481","374.85","337.457","374.595",""
"IMF.RES:WEO(6.0.0)","PLW.NGDPD.A","OBS_VALUE","Palau, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.236","0.256","0.282","0.316","0.353"
"IMF.RES:WEO(6.0.0)","POL.GGXCNL_NGDP.A","OBS_VALUE","Poland, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-1.833","-3.444","-5.098","-5.656","-5.489"
"IMF.RES:WEO(6.0.0)","POL.NGDPD.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","681.429","689.888","811.736","862.908","915.451"
"IMF.RES:WEO(6.0.0)","PHL.NGDPD.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","394.087","404.353","437.146","470.062","507.67"
"IMF.RES:WEO(6.0.0)","PNG.GGXCNL_NGDP.A","OBS_VALUE","Papua New Guinea","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.843","-5.26","-4.316","-3.917","-2.652"
"IMF.RES:WEO(6.0.0)","PHL.GGXCNL_NGDP.A","OBS_VALUE","Philippines","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.231","-5.476","-4.373","-3.871","-3.907"
"IMF.RES:WEO(6.0.0)","PNG.NGDPD.A","OBS_VALUE","Papua New Guinea","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","26.113","31.61","30.926","31.896","32.641"
"IMF.RES:WEO(6.0.0)","PRT.NGDPD.A","OBS_VALUE","Portugal","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","255.705","255.398","287.187","303.032","319.934"
"IMF.RES:WEO(6.0.0)","PER.NGDPD.A","OBS_VALUE","Peru","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","226.372","244.273","266.912","283.309","294.898"
"IMF.RES:WEO(6.0.0)","PRY.NGDPD.A","OBS_VALUE","Paraguay","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","39.951","41.953","42.955","44.937","46.803"
"IMF.RES:WEO(6.0.0)","RUS.NGDPD.A","OBS_VALUE","Russian Federation","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1843.13","2269.899","2009.959","2184.316","2195.708"
"IMF.RES:WEO(6.0.0)","PRT.GGXCNL_NGDP.A","OBS_VALUE","Portugal","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.877","-0.322","1.203","0.217","0.224"
"IMF.RES:WEO(6.0.0)","PRI.GGXCNL_NGDP.A","OBS_VALUE","Puerto Rico","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.257","1.794","0.328","-0.53","-0.412"
"IMF.RES:WEO(6.0.0)","QAT.NGDPD.A","OBS_VALUE","Qatar","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","179.732","235.709","213.003","221.406","226.217"
"IMF.RES:WEO(6.0.0)","PER.GGXCNL_NGDP.A","OBS_VALUE","Peru","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.529","-1.402","-2.772","-3.21","-1.959"
"IMF.RES:WEO(6.0.0)","PRI.NGDPD.A","OBS_VALUE","Puerto Rico","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","106.427","113.567","117.902","120.971","122.234"
"IMF.RES:WEO(6.0.0)","ROU.NGDPD.A","OBS_VALUE","Romania","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","286.015","299.47","351.074","380.561","406.202"
"IMF.RES:WEO(6.0.0)","QAT.GGXCNL_NGDP.A","OBS_VALUE","Qatar","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","0.243","10.379","5.552","1.981","2.123"
"IMF.RES:WEO(6.0.0)","WSM.GGXCNL_NGDP.A","OBS_VALUE","Samoa","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","1.745","5.369","3.044","1.345","-2.146"
"IMF.RES:WEO(6.0.0)","WSM.NGDPD.A","OBS_VALUE","Samoa","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.844","0.833","0.934","1.068","1.147"
"IMF.RES:WEO(6.0.0)","RWA.NGDPD.A","OBS_VALUE","Rwanda","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","11.066","13.313","14.097","13.663","14.022"
"IMF.RES:WEO(6.0.0)","STP.GGXCNL_NGDP.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-1.516","-2.241","1.096","3.978","4.214"
"IMF.RES:WEO(6.0.0)","RUS.GGXCNL_NGDP.A","OBS_VALUE","Russian Federation","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","0.77","-1.359","-2.271","-1.871","-0.521"
"IMF.RES:WEO(6.0.0)","RWA.GGXCNL_NGDP.A","OBS_VALUE","Rwanda","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-7.0","-5.735","-5.123","-7.277","-3.684"
"IMF.RES:WEO(6.0.0)","ROU.GGXCNL_NGDP.A","OBS_VALUE","Romania","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.722","-5.813","-5.606","-7.786","-7.387"
"IMF.RES:WEO(6.0.0)","SRB.GGXCNL_NGDP.A","OBS_VALUE","Serbia, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-3.309","-0.148","-1.31","-2.589","-2.271"
"IMF.RES:WEO(6.0.0)","SEN.NGDPD.A","OBS_VALUE","Senegal","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","27.584","27.744","30.937","33.685","37.804"
"IMF.RES:WEO(6.0.0)","SRB.NGDPD.A","OBS_VALUE","Serbia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","62.787","63.563","75.187","82.55","88.634"
"IMF.RES:WEO(6.0.0)","SEN.GGXCNL_NGDP.A","OBS_VALUE","Senegal","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.314","-6.63","-4.859","-7.508","-4.529"
"IMF.RES:WEO(6.0.0)","SMR.GGXCNL_NGDP.A","OBS_VALUE","San Marino, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-16.418","0.424","-1.632","-1.808","-1.482"
"IMF.RES:WEO(6.0.0)","STP.NGDPD.A","OBS_VALUE","São Tomé and Príncipe, Democratic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.529","0.546","0.684","0.812","0.952"
"IMF.RES:WEO(6.0.0)","SAU.GGXCNL_NGDP.A","OBS_VALUE","Saudi Arabia","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.241","2.525","-2.021","-3.034","-3.436"
"IMF.RES:WEO(6.0.0)","SYC.NGDPD.A","OBS_VALUE","Seychelles","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.49","2.058","2.141","2.144","2.235"
"IMF.RES:WEO(6.0.0)","SAU.NGDPD.A","OBS_VALUE","Saudi Arabia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","874.157","1108.571","1067.583","1100.706","1136.58"
"IMF.RES:WEO(6.0.0)","SMR.NGDPD.A","OBS_VALUE","San Marino, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.857","1.833","1.988","2.049","2.112"
"IMF.RES:WEO(6.0.0)","SGP.NGDPD.A","OBS_VALUE","Singapore","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","434.111","498.475","501.428","530.708","561.725"
"IMF.RES:WEO(6.0.0)","SLE.NGDPD.A","OBS_VALUE","Sierra Leone","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","6.994","7.119","6.397","7.411","7.804"
"IMF.RES:WEO(6.0.0)","SGP.GGXCNL_NGDP.A","OBS_VALUE","Singapore","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","1.135","1.239","3.482","4.49","2.556"
"IMF.RES:WEO(6.0.0)","SLE.GGXCNL_NGDP.A","OBS_VALUE","Sierra Leone","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-4.339","-5.929","-4.989","-2.895","-3.572"
"IMF.RES:WEO(6.0.0)","SVK.NGDPD.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","118.642","115.676","132.832","142.617","152.479"
"IMF.RES:WEO(6.0.0)","SYC.GGXCNL_NGDP.A","OBS_VALUE","Seychelles","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.755","-0.743","-1.169","-1.374","-1.438"
"IMF.RES:WEO(6.0.0)","SVN.GGXCNL_NGDP.A","OBS_VALUE","Slovenia, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-4.611","-3.014","-2.564","-2.585","-2.592"
"IMF.RES:WEO(6.0.0)","SVN.NGDPD.A","OBS_VALUE","Slovenia, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","61.57","59.975","69.168","73.198","77.354"
"IMF.RES:WEO(6.0.0)","SSD.NGDPD.A","OBS_VALUE","South Sudan, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","5.94","8.037","7.178","5.268","5.312"
"IMF.RES:WEO(6.0.0)","SLB.GGXCNL_NGDP.A","OBS_VALUE","Solomon Islands","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.458","-2.171","-1.995","-2.213","-2.678"
"IMF.RES:WEO(6.0.0)","SLB.NGDPD.A","OBS_VALUE","Solomon Islands","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.523","1.566","1.633","1.73","1.835"
"IMF.RES:WEO(6.0.0)","SVK.GGXCNL_NGDP.A","OBS_VALUE","Slovak Republic","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.182","-1.637","-4.77","-5.885","-4.726"
"IMF.RES:WEO(6.0.0)","ZAF.GGXCNL_NGDP.A","OBS_VALUE","South Africa","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.524","-4.256","-5.843","-6.229","-6.347"
"IMF.RES:WEO(6.0.0)","ZAF.NGDPD.A","OBS_VALUE","South Africa","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","420.778","406.755","380.592","403.045","418.046"
"IMF.RES:WEO(6.0.0)","SOM.NGDPD.A","OBS_VALUE","Somalia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","9.484","10.203","10.969","12.729","13.887"
"IMF.RES:WEO(6.0.0)","ESP.NGDPD.A","OBS_VALUE","Spain","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1462.216","1447.636","1620.558","1731.469","1827.576"
"IMF.RES:WEO(6.0.0)","KNA.NGDPD.A","OBS_VALUE","St. Kitts and Nevis","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.859","0.981","1.056","1.158","1.223"
"IMF.RES:WEO(6.0.0)","KNA.GGXCNL_NGDP.A","OBS_VALUE","St. Kitts and Nevis","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","5.406","-3.965","0.921","-4.126","-3.843"
"IMF.RES:WEO(6.0.0)","SSD.GGXCNL_NGDP.A","OBS_VALUE","South Sudan, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-9.298","4.196","7.015","5.827","6.702"
"IMF.RES:WEO(6.0.0)","ESP.GGXCNL_NGDP.A","OBS_VALUE","Spain","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.658","-4.64","-3.548","-2.954","-2.774"
"IMF.RES:WEO(6.0.0)","SOM.GGXCNL_NGDP.A","OBS_VALUE","Somalia","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.882","0.024","0.053","-0.154","-0.991"
"IMF.RES:WEO(6.0.0)","SDN.NGDPD.A","OBS_VALUE","Sudan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","35.148","33.52","38.109","29.793","29.994"
"IMF.RES:WEO(6.0.0)","CHE.NGDPD.A","OBS_VALUE","Switzerland","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","814.689","828.447","894.811","942.265","999.604"
"IMF.RES:WEO(6.0.0)","VCT.NGDPD.A","OBS_VALUE","St. Vincent and the Grenadines","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.889","0.989","1.083","1.173","1.245"
"IMF.RES:WEO(6.0.0)","LCA.GGXCNL_NGDP.A","OBS_VALUE","St. Lucia","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-4.796","-1.65","-2.608","-2.454","-2.777"
"IMF.RES:WEO(6.0.0)","SDN.GGXCNL_NGDP.A","OBS_VALUE","Sudan","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.287","-2.145","-3.599","-2.757","-3.75"
"IMF.RES:WEO(6.0.0)","LCA.NGDPD.A","OBS_VALUE","St. Lucia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","1.867","2.343","2.43","2.569","2.682"
"IMF.RES:WEO(6.0.0)","TZA.NGDPD.A","OBS_VALUE","Tanzania, United Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","67.964","74.173","79.138","79.867","85.477"
"IMF.RES:WEO(6.0.0)","VCT.GGXCNL_NGDP.A","OBS_VALUE","St. Vincent and the Grenadines","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-7.184","-9.17","-11.684","-10.035","-4.809"
"IMF.RES:WEO(6.0.0)","LKA.NGDPD.A","OBS_VALUE","Sri Lanka","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","88.609","74.586","","",""
"IMF.RES:WEO(6.0.0)","LKA.GGXCNL_NGDP.A","OBS_VALUE","Sri Lanka","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-11.685","-10.223","","",""
"IMF.RES:WEO(6.0.0)","SUR.NGDPD.A","OBS_VALUE","Suriname","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.084","3.631","3.747","4.918","4.957"
"IMF.RES:WEO(6.0.0)","SWE.NGDPD.A","OBS_VALUE","Sweden","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","637.187","579.896","584.914","609.039","638.78"
"IMF.RES:WEO(6.0.0)","SWE.GGXCNL_NGDP.A","OBS_VALUE","Sweden","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","0.015","1.128","-0.641","-1.172","-0.412"
"IMF.RES:WEO(6.0.0)","TJK.NGDPD.A","OBS_VALUE","Tajikistan, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","8.934","10.493","11.855","12.995","14.164"
"IMF.RES:WEO(6.0.0)","SUR.GGXCNL_NGDP.A","OBS_VALUE","Suriname","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.689","-2.689","-1.581","-0.575","0.088"
"IMF.RES:WEO(6.0.0)","TLS.NGDPD.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3.622","3.205","2.379","1.992","2.13"
"IMF.RES:WEO(6.0.0)","TWN.NGDPD.A","OBS_VALUE","Taiwan Province of China","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","773.038","760.907","755.674","775.017","814.438"
"IMF.RES:WEO(6.0.0)","CHE.GGXCNL_NGDP.A","OBS_VALUE","Switzerland","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.289","1.191","0.197","0.596","0.31"
"IMF.RES:WEO(6.0.0)","TWN.GGXCNL_NGDP.A","OBS_VALUE","Taiwan Province of China","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.064","-1.714","-2.501","-0.768","-0.838"
"IMF.RES:WEO(6.0.0)","TON.NGDPD.A","OBS_VALUE","Tonga","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.459","0.475","0.52","0.545","0.571"
"IMF.RES:WEO(6.0.0)","TTO.GGXCNL_NGDP.A","OBS_VALUE","Trinidad and Tobago","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-8.327","0.912","-1.075","-6.726","-5.32"
"IMF.RES:WEO(6.0.0)","TUR.NGDPD.A","OBS_VALUE","Türkiye, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","807.893","905.8","1129.974","1344.318","1455.413"
"IMF.RES:WEO(6.0.0)","TTO.NGDPD.A","OBS_VALUE","Trinidad and Tobago","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","24.496","30.053","28.024","28.139","29.238"
"IMF.RES:WEO(6.0.0)","TLS.GGXCNL_NGDP.A","OBS_VALUE","Timor-Leste, Democratic Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-19.474","-30.476","-31.58","-41.131","-41.467"
"IMF.RES:WEO(6.0.0)","TGO.NGDPD.A","OBS_VALUE","Togo","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","8.338","8.144","9.081","9.766","10.459"
"IMF.RES:WEO(6.0.0)","TON.GGXCNL_NGDP.A","OBS_VALUE","Tonga","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.984","-0.744","6.045","3.452","-7.958"
"IMF.RES:WEO(6.0.0)","TZA.GGXCNL_NGDP.A","OBS_VALUE","Tanzania, United Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-3.546","-3.916","-3.495","-2.904","-2.877"
"IMF.RES:WEO(6.0.0)","TGO.GGXCNL_NGDP.A","OBS_VALUE","Togo","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-4.653","-8.335","-6.728","-4.876","-3.007"
"IMF.RES:WEO(6.0.0)","THA.GGXCNL_NGDP.A","OBS_VALUE","Thailand","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-6.746","-4.46","-1.975","-2.43","-3.902"
"IMF.RES:WEO(6.0.0)","THA.NGDPD.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","506.27","495.622","514.836","528.919","545.341"
"IMF.RES:WEO(6.0.0)","TJK.GGXCNL_NGDP.A","OBS_VALUE","Tajikistan, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.666","-0.233","-1.267","-2.457","-2.55"
"IMF.RES:WEO(6.0.0)","TUN.GGXCNL_NGDP.A","OBS_VALUE","Tunisia","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-7.597","-6.908","-6.852","-5.949","-5.121"
"IMF.RES:WEO(6.0.0)","TUN.NGDPD.A","OBS_VALUE","Tunisia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","46.813","44.596","48.541","52.636","54.651"
"IMF.RES:WEO(6.0.0)","UGA.GGXCNL_NGDP.A","OBS_VALUE","Uganda","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-7.449","-5.942","-4.87","-4.928","-3.762"
"IMF.RES:WEO(6.0.0)","TKM.NGDPD.A","OBS_VALUE","Turkmenistan","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","60.934","77.963","77.716","83.883","91.185"
"IMF.RES:WEO(6.0.0)","TUR.GGXCNL_NGDP.A","OBS_VALUE","Türkiye, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-3.049","-1.119","-5.305","-5.19","-3.572"
"IMF.RES:WEO(6.0.0)","VUT.GGXCNL_NGDP.A","OBS_VALUE","Vanuatu","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","2.38","-6.712","-3.583","-6.72","-5.384"
"IMF.RES:WEO(6.0.0)","ARE.GGXCNL_NGDP.A","OBS_VALUE","United Arab Emirates","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","4.033","9.974","4.958","4.802","4.354"
"IMF.RES:WEO(6.0.0)","UKR.GGXCNL_NGDP.A","OBS_VALUE","Ukraine","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-3.972","-15.602","-19.608","-18.738","-19.167"
"IMF.RES:WEO(6.0.0)","GBR.NGDPD.A","OBS_VALUE","United Kingdom","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","3144.079","3125.404","3382.115","3587.545","3730.261"
"IMF.RES:WEO(6.0.0)","GBR.GGXCNL_NGDP.A","OBS_VALUE","United Kingdom","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-7.86","-4.703","-5.964","-4.25","-3.741"
"IMF.RES:WEO(6.0.0)","UKR.NGDPD.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","199.868","160.874","178.34","184.099","189.827"
"IMF.RES:WEO(6.0.0)","ARE.NGDPD.A","OBS_VALUE","United Arab Emirates","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","415.179","502.732","514.13","545.053","568.567"
"IMF.RES:WEO(6.0.0)","TKM.GGXCNL_NGDP.A","OBS_VALUE","Turkmenistan","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","0.46","2.455","1.177","0.841","0.489"
"IMF.RES:WEO(6.0.0)","USA.NGDPD.A","OBS_VALUE","United States","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","23681.175","26006.9","27720.725","29167.779","30337.162"
"IMF.RES:WEO(6.0.0)","UGA.NGDPD.A","OBS_VALUE","Uganda","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","42.769","47.439","51.093","55.587","62.917"
"IMF.RES:WEO(6.0.0)","TUV.GGXCNL_NGDP.A","OBS_VALUE","Tuvalu","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-13.346","8.131","5.569","-3.905","-6.04"
"IMF.RES:WEO(6.0.0)","TUV.NGDPD.A","OBS_VALUE","Tuvalu","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.063","0.064","0.068","0.073","0.079"
"IMF.RES:WEO(6.0.0)","UZB.GGXCNL_NGDP.A","OBS_VALUE","Uzbekistan, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-4.097","-3.655","-4.019","-3.542","-2.542"
"IMF.RES:WEO(6.0.0)","VUT.NGDPD.A","OBS_VALUE","Vanuatu","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","0.921","1.039","1.123","1.169","1.214"
"IMF.RES:WEO(6.0.0)","URY.GGXCNL_NGDP.A","OBS_VALUE","Uruguay","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.632","-2.547","-3.076","-2.99","-2.64"
"IMF.RES:WEO(6.0.0)","UZB.NGDPD.A","OBS_VALUE","Uzbekistan, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","77.34","90.125","101.584","112.653","127.407"
"IMF.RES:WEO(6.0.0)","USA.GGXCNL_NGDP.A","OBS_VALUE","United States","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-11.023","-3.924","-7.068","-7.629","-7.323"
"IMF.RES:WEO(6.0.0)","URY.NGDPD.A","OBS_VALUE","Uruguay","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","60.762","70.165","77.241","82.482","86.423"
"IMF.RES:WEO(6.0.0)","VNM.GGXCNL_NGDP.A","OBS_VALUE","Vietnam","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-1.432","0.676","-2.463","-2.582","-2.244"
"IMF.RES:WEO(6.0.0)","ZMB.GGXCNL_NGDP.A","OBS_VALUE","Zambia","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-8.135","-7.821","-6.483","-6.098","-2.788"
"IMF.RES:WEO(6.0.0)","YEM.NGDPD.A","OBS_VALUE","Yemen, Republic of","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","19.394","23.534","18.806","16.192","16.219"
"IMF.RES:WEO(6.0.0)","VEN.GGXCNL_NGDP.A","OBS_VALUE","Venezuela, República Bolivariana de","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.859","-6.837","-4.219","",""
"IMF.RES:WEO(6.0.0)","VEN.NGDPD.A","OBS_VALUE","Venezuela, República Bolivariana de","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","57.666","92.104","99.203","106.327","109.957"
"IMF.RES:WEO(6.0.0)","VNM.NGDPD.A","OBS_VALUE","Vietnam","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","370.076","407.965","433.702","468.485","506.426"
"IMF.RES:WEO(6.0.0)","YEM.GGXCNL_NGDP.A","OBS_VALUE","Yemen, Republic of","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-0.918","-2.674","-6.11","-3.539","-3.994"
"IMF.RES:WEO(6.0.0)","WBG.NGDPD.A","OBS_VALUE","West Bank and Gaza","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","18.109","19.166","17.421","",""
"IMF.RES:WEO(6.0.0)","ZMB.NGDPD.A","OBS_VALUE","Zambia","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","22.096","29.122","28.163","25.913","31.832"
"IMF.RES:WEO(6.0.0)","ZWE.NGDPD.A","OBS_VALUE","Zimbabwe","Gross domestic product (GDP), Current prices, US dollar","Annual","Billions","36.016","32.527","35.231","35.919","36.933"
"IMF.RES:WEO(6.0.0)","ZWE.GGXCNL_NGDP.A","OBS_VALUE","Zimbabwe","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-2.207","-5.966","-6.242","-10.404","-7.88"
"IMF.RES:WEO(6.0.0)","WBG.GGXCNL_NGDP.A","OBS_VALUE","West Bank and Gaza","Net lending (+) / net borrowing (-), General government, Percent of GDP","Annual","Units","-5.207","-0.922","-0.977","",""
"IMF.RES:WEO(6.0.0)","AGO.GGSB_NPGDP.A","OBS_VALUE","Angola","Structural balance, General government, Percent","Annual","Units","3.159","0.165","-1.5","0.817","0.262"
"IMF.RES:WEO(6.0.0)","ATG.NGDPDPC.A","OBS_VALUE","Antigua and Barbuda","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","16088.64","18498.453","19985.469","22117.858","23215.537"
"IMF.RES:WEO(6.0.0)","AFG.NGDPDPC.A","OBS_VALUE","Afghanistan, Islamic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","356.063","352.456","410.933","",""
"IMF.RES:WEO(6.0.0)","AGO.NGDPDPC.A","OBS_VALUE","Angola","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2445.388","3974.666","2967.384","2961.34","2990.597"
